Week,Timestep,U1,U2,U3,U4,MU,RBM,RSDU,Total extended time,Stage,Rescheduling
169,84,0.6764705882352942,0.8725490196078431,0.9313725490196079,0.6470588235294118,0.7818627450980392,1.1912225705329154,0.18066147389037535,10,2,False
169,25,0.6764705882352942,0.8725490196078431,0.9313725490196079,0.5882352941176471,0.7671568627450981,1.2140575079872205,0.2106042887835249,4,1,False
170,-1,0.5975609756097561,0.9634146341463414,0.8170731707317073,0.8170731707317073,0.798780487804878,1.2061068702290076,0.1888445324710379,0,0,False
170,8,0.5975609756097561,0.975609756097561,0.7926829268292683,0.8170731707317073,0.7957317073170732,1.2260536398467432,0.1948129242980163,-1,1,False
170,33,0.5975609756097561,0.975609756097561,0.8170731707317073,0.7926829268292683,0.7957317073170731,1.2260536398467434,0.19481292429801633,-1,1,False
170,46,0.5975609756097561,0.975609756097561,0.8170731707317073,0.7926829268292683,0.7957317073170731,1.2260536398467434,0.19481292429801633,-1,1,False
170,55,0.5975609756097561,0.975609756097561,0.8170731707317073,0.7926829268292683,0.7957317073170731,1.2260536398467434,0.19481292429801633,-1,1,False
170,59,0.5975609756097561,0.975609756097561,0.8170731707317073,0.7926829268292683,0.7957317073170731,1.2260536398467434,0.19481292429801633,-1,1,False
170,60,0.6585365853658537,0.9634146341463414,0.8902439024390244,0.8170731707317073,0.8323170731707317,1.1575091575091576,0.15661214891158937,11,2,True
170,80,0.5568181818181818,0.9659090909090909,0.7613636363636364,0.8295454545454546,0.7784090909090909,1.2408759124087592,0.21897810218978106,12,2,False
170,14,0.5975609756097561,0.975609756097561,0.7926829268292683,0.8170731707317073,0.7957317073170732,1.2260536398467432,0.1948129242980163,-1,1,False
170,25,0.5975609756097561,0.975609756097561,0.8170731707317073,0.7926829268292683,0.7957317073170731,1.2260536398467434,0.19481292429801633,-1,1,False
170,32,0.5975609756097561,0.975609756097561,0.8170731707317073,0.7926829268292683,0.7957317073170731,1.2260536398467434,0.19481292429801633,-1,1,False
171,-1,0.6029411764705882,0.9558823529411765,0.8382352941176471,0.7794117647058824,0.7941176470588235,1.2037037037037037,0.18518518518518523,0,0,False
171,17,0.6029411764705882,0.9705882352941176,0.8382352941176471,0.75,0.7904411764705882,1.2279069767441861,0.19534883720930235,-1,1,False
171,30,0.6029411764705882,0.9705882352941176,0.8382352941176471,0.75,0.7904411764705882,1.2279069767441861,0.19534883720930235,-1,1,False
171,44,0.6029411764705882,0.9705882352941176,0.8382352941176471,0.75,0.7904411764705882,1.2279069767441861,0.19534883720930235,-1,1,False
171,12,0.5540540540540541,0.9594594594594594,0.8513513513513513,0.7702702702702703,0.7837837837837838,1.2241379310344827,0.21899492969261664,16,2,False
171,15,0.5540540540540541,0.9594594594594594,0.8513513513513513,0.7702702702702703,0.7837837837837838,1.2241379310344827,0.21899492969261664,16,2,False
171,23,0.5540540540540541,0.9594594594594594,0.8513513513513513,0.7702702702702703,0.7837837837837838,1.2241379310344827,0.21899492969261664,16,2,False
171,33,0.5540540540540541,0.9594594594594594,0.8648648648648649,0.7162162162162162,0.7736486486486487,1.240174672489083,0.2292472445136539,13,2,False
171,16,0.6029411764705882,0.9705882352941176,0.8088235294117647,0.7794117647058824,0.7904411764705882,1.2279069767441861,0.19056527829841186,-1,1,False
171,38,0.5540540540540541,0.9594594594594594,0.8648648648648649,0.7162162162162162,0.7736486486486487,1.240174672489083,0.2292472445136539,13,2,False
